**********
********
******
****
**

*****
****
***
**
*

% X Y 
4.72259 -8.08912
-8.57734 5.72537
-4.13063 -0.276685
-8.64615 7.93574
-3.20201 6.89223
9.7391 -9.03732
8.54375 -9.74813
1.81697 -9.33563
-4.94905 1.56932
-0.77463 -2.19559
-5.75187 -1.02598
0.831433 -9.08613
-4.97762 -2.89755
2.70891 5.59057
6.27137 -2.45206
-2.64117 7.80072
-1.48573 -7.29972
7.49183 4.66429
9.08548 4.43908
4.76571 -6.71424
2.84918 0.48428
5.34925 5.71371
4.38586 -6.09072
1.30489 0.998042
-6.52843 5.12437
6.40858 -7.88288
8.50198 -5.59832
-1.44308 1.51036
7.54186 -7.86071
9.66755 9.4635
1.92415 -1.49358
6.10646 5.41133
-3.23104 9.50958
7.9966 -1.30121
-0.29453 6.06808
9.75704 -0.478841
0.770386 -4.8059
6.94759 0.860559
-0.851318 4.07283
-5.7409 -9.3403
5.17313 -2.85664
8.33385 -6.92658
8.2552 -2.67668
4.1012 0.841059
-4.08254 8.43932
-5.14064 3.72541
8.5654 -5.66816
3.81581 -1.82481
-6.07138 7.66912
-3.2716 8.09975
-1.34573 6.38758
-5.25939 -4.43517
-6.7372 1.24382
-0.924813 -5.12364
9.65992 1.50848
-5.27864 8.47682
6.59969 -4.30672
-5.54245 -9.85452
6.15395 9.49099
5.34977 0.870509
-4.02503 -9.08123
9.77338 -1.64755
4.27974 -4.20662
4.50016 -3.7894
2.94419 0.917776
9.68346 9.25167
-0.501656 -4.25266
1.45764 -3.80655
9.34502 -3.2889
7.95141 7.58448
8.79343 0.08394
7.22153 -7.67099
8.84199 9.18756
-1.39392 -1.90683
-5.15925 -1.41642
-5.80038 4.38245
-6.4149 0.191623
3.48552 -9.78709
-0.576381 4.79192
8.01985 5.49644
-9.00755 8.59775
-3.48757 9.94506
9.26488 9.67922
-8.02259 -4.59075
6.79334 -0.368897
-6.52809 -0.978348
-8.49095 -7.11974
2.89758 -8.34953
0.185389 1.34675
-8.42822 3.31665
3.39484 6.87544
-1.18462 -3.13724
7.25947 -2.95548
-0.50972 -0.421848
-8.89395 -7.03252
-4.69853 -2.28979
-6.62519 2.29465
3.31934 6.12837
1.42592 -9.05911
0.409622 -2.07259
4.66295 -6.12137
9.31265 8.07028
-8.27012 5.27915
-8.07228 7.00609
3.54472 6.62007
-7.05206 -4.63836
9.96084 4.29694
9.22868 -5.95714
8.92497 -5.6465
-9.21633 8.91889
-2.18831 -0.100667
-5.5864 -7.02582
-4.25735 5.62699
-7.34573 7.95909
3.14276 3.14765
-0.130657 0.951025
-1.24399 4.91618
-9.95089 -0.944126
9.32858 0.400383
2.98042 -0.874519
8.45453 -9.76179
-6.7395 -4.62505
6.94859 -3.6682
8.83311 0.0785583
6.58867 8.54335
6.87131 -5.38634
1.95068 -9.63711
0.119287 -0.708826
5.18383 -0.714466
5.20017 -4.63906
-6.16707 -2.78304
1.55694 -4.66045
-6.01011 -3.40774
9.10884 -1.56724
5.29761 -8.90967
8.33962 5.53527
4.2647 2.51864
9.953 -7.39511
-5.90367 8.60918
9.78129 4.51464
5.1925 -1.11827
-8.20171 -3.23784
-4.53965 -2.10472
-4.21668 5.09996
-6.38158 2.56315
5.84281 9.02081
6.01697 -4.70889
-4.92908 5.63987
-0.970164 3.98276
6.83863 4.05443
8.63883 -0.738505
-3.09708 8.01335
2.63425 8.24004
5.62069 7.75332
-4.35349 2.82526
7.32038 2.52081
3.04837 -6.51586
9.9638 -9.38261
-6.62592 -0.915374
-3.60368 -4.04808
-4.67689 0.904274
-2.11363 3.25838
8.86464 -2.81968
7.14522 -7.14427
5.36509 0.401091
8.88061 8.67587
7.45856 5.74313
-8.23057 8.84412
1.98449 -9.07453
2.37796 -6.56265
-5.66125 1.57884
-8.31554 -2.48261
-9.53636 9.18517
-1.28439 7.08067
-7.28801 8.72637
-0.915066 2.87428
3.68912 7.34527
-9.51788 9.89059
-2.51968 1.02969
9.00812 -4.3537
-4.42527 2.12796
-1.07589 8.8026
9.10995 -5.55851
-1.35263 5.81299
-8.33241 9.3157
-0.213179 8.11715
1.64427 -0.292626
-7.00917 -0.3764
-1.78594 3.88508
-9.55536 9.52102
0.101174 2.34542
9.50047 -2.32629
-2.6822 -8.17216
5.30511 3.81127
8.58088 2.99355
6.2351 -4.47861
4.60039 3.77395
-0.541068 5.15733
7.53295 3.02713
8.25272 -2.81996
